name,cost,type,resolve,speed,damage,toughness,life,shorttext,longtext,flavortext,common,uncommon,rare,action,event,continuous,item,bast,igrath,lilith,vi,ravat,scuttler,tendril,wisp,scinter,tinsel,show_resolve,show_speed,show_tough,show_life,border_normal
"Stitchcraft Pack",,"Follower - Sandman",,1,2,1,0,"When you stitch this character, Replace 2.Stitch 2.","You may pay 2 to stitch this card from discard onto a Sandman in a lane.that sandman gains this character's damage and toughness (+1/+2).","",true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,true,false,true
"Stitchcraft Pack",,"Follower - Sandman",,1,2,1,0,"When you stitch this character, Replace 2.Stitch 2.","You may pay 2 to stitch this card from discard onto a Sandman in a lane.that sandman gains this character's damage and toughness (+1/+2).","",true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,true,false,true
"Stitchcraft Pack",,"Follower - Sandman",,1,2,1,0,"When you stitch this character, Replace 2.Stitch 2.","You may pay 2 to stitch this card from discard onto a Sandman in a lane.that sandman gains this character's damage and toughness (+1/+2).","",true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,true,false,tru
"Bind",,"Action",,0,0,0,0,"A follower gets -2/-2 this turn.","Followers in a lane with zero or less toughness must be discarded.","",true,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false
"Bind",,"Action",,0,0,0,0,"A follower gets -2/-2 this turn.","Followers in a lane with zero or less toughness must be discarded.","",true,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false
"Bind",,"Action",,0,0,0,0,"A follower gets -2/-2 this turn.","Followers in a lane with zero or less toughness must be discarded.","",true,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false
"Consume",,"Event",,0,0,0,0,"Discard all non-hero cards from each lane.","If a card with resurrect would be discarded this way, it becomes downed instead.","",false,true,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false
"Dark Rebirth",,"Event",,0,0,0,0,"Remove all resurrect counters from cards in each lane.","","In spite of honor, though you’re chaste,Succumb to me and have a tasteThe lovely feel of teeth in you,Penetrating through and through,An ecstasy that ends in paste",false,true,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false
"Fatal Blight",,"Event",,0,0,0,0,"Discard a non-leader card from a lane.","If a card with resurrect would be discarded this way, it becomes downed instead.","Breathing faster,Crying laughter,No longer yourbody’s master",false,false,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true
"Fatal Blight",,"Event",,0,0,0,0,"Discard a non-leader card from a lane.","If a card with resurrect would be discarded this way, it becomes downed instead.","Breathing faster,Crying laughter,No longer yourbody’s master",false,false,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true
"Lyrical Terror",,"Follower",,1,1,3,0,"Resurrect 2.","If this character would be discarded from play, instead it becomes downed with 2 resurrect counters on it.Start- remove a counter. When the last counter is removed, this character returns to play with depleted speed.","",false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,true,false,true
"Lyrical Terror",,"Follower",,1,1,3,0,"Resurrect 2.","If this character would be discarded from play, instead it becomes downed with 2 resurrect counters on it.Start- remove a counter. When the last counter is removed, this character returns to play with depleted speed.","",false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,true,false,true
"Monsterous Outgrowth",,"Follower",,1,3,2,0,"Resurrect 3.","If this character would be discarded from play, instead it becomes downed with 3 resurrect counters on it.Start- remove a counter. When the last counter is removed, this character returns to play with depleted speed.","",false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,true,false,true
"Monsterous Outgrowth",,"Follower",,1,3,2,0,"Resurrect 3.","If this character would be discarded from play, instead it becomes downed with 3 resurrect counters on it.Start- remove a counter. When the last counter is removed, this character returns to play with depleted speed.","",false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,true,false,true
"Perpetual Nightmare",,"Follower",,1,3,3,0,"Resurrect 3.","If this character would be discarded from play, instead it becomes downed with 3 resurrect counters on it.Start- remove a counter. When the last counter is removed, this character returns to play with depleted speed.","",true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,true,false,true
"Perpetual Nightmare",,"Follower",,1,3,3,0,"Resurrect 3.","If this character would be discarded from play, instead it becomes downed with 3 resurrect counters on it.Start- remove a counter. When the last counter is removed, this character returns to play with depleted speed.","",true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,true,false,true
"Perpetual Nightmare",,"Follower",,1,3,3,0,"Resurrect 3.","If this character would be discarded from play, instead it becomes downed with 3 resurrect counters on it.Start- remove a counter. When the last counter is removed, this character returns to play with depleted speed.","",true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,true,false,true
"Silver-Tongued Spawn",,"Follower",,1,2,2,0,"Resurrect 2.","If this character would be discarded from play, instead it becomes downed with 2 resurrect counters on it.Start- remove a counter. When the last counter is removed, this character returns to play with depleted speed.","",false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,true,false,true
"Silver-Tongued Spawn",,"Follower",,1,2,2,0,"Resurrect 2.","If this character would be discarded from play, instead it becomes downed with 2 resurrect counters on it.Start- remove a counter. When the last counter is removed, this character returns to play with depleted speed.","",false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,true,false,true
"Snuff Out",,"Action",,0,0,0,0,"A follower gets -5/-5 this turn.","Followers in a lane with zero or less toughness must be discarded.","",false,false,true,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false
"Snuff Out",,"Action",,0,0,0,0,"A follower gets -5/-5 this turn.","Followers in a lane with zero or less toughness must be discarded.","",false,false,true,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false
"Toxic Entity",,"Follower",,1,1,2,0,"Deadly.","When this character damages another deck character, that character is discarded.","The worm insideWe try to hide,But twist or turnthe envy burns.",false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,true,false,true
"Toxic Entity",,"Follower",,1,1,2,0,"Deadly.","When this character damages another deck character, that character is discarded.","The worm insideWe try to hide,But twist or turnthe envy burns.",false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,true,false,tru
"Benevolent Facade",,"Event- Continuous Leader",,0,0,0,0,"Players play with the top card of their deck revealed.Discard 1: You may play the top card of a deck this turn.{2}: Discard the top card of a deck.","Leader actions must be played with their leader's resolve.","",false,false,true,false,true,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true
"Benevolent Facade",,"Event- Continuous Leader",,0,0,0,0,"Players play with the top card of their deck revealed.Discard 1: You may play the top card of a deck this turn.{2}: Discard the top card of a deck.","Leader actions must be played with their leader's resolve.","",false,false,true,false,true,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true
"Blatant Extortion",,"Event- Leader",,0,0,0,0,"Negotiate- An opponent discards 2 from their hand or you draw 2.","Your opponent makes choices for this card.If the player has less than 2 cards in hand, they discard as many as possible.","",true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true
"Blatant Extortion",,"Event- Leader",,0,0,0,0,"Negotiate- An opponent discards 2 from their hand or you draw 2.","Your opponent makes choices for this card.If the player has less than 2 cards in hand, they discard as many as possible.","",true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true
"Blatant Extortion",,"Event- Leader",,0,0,0,0,"Negotiate- An opponent discards 2 from their hand or you draw 2.","Your opponent makes choices for this card.If the player has less than 2 cards in hand, they discard as many as possible.","",true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true
"Deep Connections",,"Event",,0,0,0,0,"Sieze a discarded card, you may play it this turn.","You still have to pay all costs to play the card.","",false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true
"Deep Connections",,"Event",,0,0,0,0,"Sieze a discarded card, you may play it this turn.","You still have to pay all costs to play the card.","",false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true
"Hair Lash",,"Action- Leader",,0,0,0,0,"Tinsel Deals 2.Draw 1.","Leader actions must be played with their leader's resolve.","",true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true
"Hair Lash",,"Action- Leader",,0,0,0,0,"Tinsel Deals 2.Draw 1.","Leader actions must be played with their leader's resolve.","",true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true
"Hair Lash",,"Action- Leader",,0,0,0,0,"Tinsel Deals 2.Draw 1.","Leader actions must be played with their leader's resolve.","",true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true
"Political Influence",,"Event - Leader",,0,0,0,0,"Sieze a follwer in a lane.","You gain control of a follower. It doesn't move.","",false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true
"Political Influence",,"Event - Leader",,0,0,0,0,"Sieze a follwer in a lane.","You gain control of a follower. It doesn't move.","",false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true
"Prison Sentence",,"Event- Continuous",,0,0,0,0,"Play this on a character, that character gets -3 speed.{3}: Discard Prison Sentence. Any player may use this ability.","Characters with (0) or fewer speed can't attack, intercept, or redeploy.","",true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false
"Prison Sentence",,"Event- Continuous",,0,0,0,0,"Play this on a character, that character gets -3 speed.{3}: Discard Prison Sentence. Any player may use this ability.","Characters with (0) or fewer speed can't attack, intercept, or redeploy.","",true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false
"Prison Sentence",,"Event- Continuous",,0,0,0,0,"Play this on a character, that character gets -3 speed.{3}: Discard Prison Sentence. Any player may use this ability.","Characters with (0) or fewer speed can't attack, intercept, or redeploy.","",true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false
"Public Figure",,"Event- Continuous Leader",,0,0,0,0,"When a follower you don't control is discarded from play, you may search it's owner's deck for a card with the same name, seize it, and deploy it.","Leader events must be played with their leader's resolve.","",false,true,false,false,true,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false
"Status Quo",,"Action",,0,0,0,0,"Negotiate- Each of your opponent's heroes lose 2 life or get -2 damage this turn.","Your opponent makes choices for this card.","",false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false
"Status Quo",,"Action",,0,0,0,0,"Negotiate- Each of your opponent's heroes lose 2 life or get -2 damage this turn.","Your opponent makes choices for this card.","",false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false
"Stiletto",,"Deck Hero",,2,2,0,6,"When this hero deals damage, draw 1.Unique.","If you have more than one character on the battlefield that shares a name with this card, you must choose one of them and discard the rest.(+1) Represents +1 Speed.","",false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,false,true,false
"Stiletto",,"Deck Hero",,2,2,0,6,"When this hero deals damage, draw 1.Unique.","If you have more than one character on the battlefield that shares a name with this card, you must choose one of them and discard the rest.(+1) Represents +1 Speed.","",false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,false,true,fals
"Bobby",,"Deck Hero",,1,3,0,9,"{1}: Nearby non-Troika characters  get -1/-0 this turn.Unique.","If you have more than one character in a lane that shares a name with this card, you must choose one of them and discard the rest.","",false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,true,false,true,false
"Bobby",,"Deck Hero",,1,3,0,9,"{1}: Nearby non-Troika characters  get -1/-0 this turn.Unique.","If you have more than one character in a lane that shares a name with this card, you must choose one of them and discard the rest.","",false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,true,false,true,false
"Boyfriend",,"Event - Leader",,0,0,0,0,"Vi gains +4/+0 and long range this turn.","Leader actions must be played with their leader's resolve.Long range means this character can flank and reinforce from contested lanes.","",false,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
"Confrontation",,"Event",,0,0,0,0,"2 nearby characters skirmish.","Skirmishing characters deal their damage to each other.Characters in the same lane are considered nearby.","",true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true
"Confrontation",,"Event",,0,0,0,0,"2 nearby characters skirmish.","Skirmishing characters deal their damage to each other.Characters in the same lane are considered nearby.","",true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true
"Confrontation",,"Event",,0,0,0,0,"2 nearby characters skirmish.","Skirmishing characters deal their damage to each other.Characters in the same lane are considered nearby.","",true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true
"Karo",,"Deck Hero",,1,3,0,9,"-1 Speed: Karo deals 2 to a nearby character.Unique.","{K} represents 1 Karo resolve.If you have more than one character in a lane that shares a name with this card, you must choose one of them and discard the rest.","",false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,true,false,true,false
"Karo",,"Deck Hero",,1,3,0,9,"-1 Speed: Karo deals 2 to a nearby character.Unique.","{K} represents 1 Karo resolve.If you have more than one character in a lane that shares a name with this card, you must choose one of them and discard the rest.","",false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,true,false,true,false
"Midrange Mk. III",,"Action",,0,0,0,0,"A character gains +2/+0 this turn.A nearby character gains Guard this turn.","Characters with guard can intercept even when attacked.","When in doubt- empty your magazine.",false,false,true,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
"Midrange Mk. III",,"Action",,0,0,0,0,"A character gains +2/+0 this turn.A nearby character gains Guard this turn.","Characters with guard can intercept even when attacked.","When in doubt- empty your magazine.",false,false,true,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
"Rumour",,"Deck Hero",,1,2,0,8,"{1}: Look at the top 3 cards of your deck. You may rearrange them.Unique.","You can't play this card if there's another one in play","",false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,true,false,true,false
"Rumour",,"Deck Hero",,1,2,0,8,"{1}: Look at the top 3 cards of your deck. You may rearrange them.Unique.","You can't play this card if there's another one in play","",false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,true,false,true,false
"Troika Battlebruiser",,"Follower",,1,3,4,0,"Short range.","Characters with short range can't flank or reinforce.","",true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,true,false,true
"Troika Battlebruiser",,"Follower",,1,3,4,0,"Short range.","Characters with short range can't flank or reinforce.","",true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,true,false,true
"Troika Battlebruiser",,"Follower",,1,3,4,0,"Short range.","Characters with short range can't flank or reinforce.","",true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,true,false,true
"Watch Out!",,"Action",,0,0,0,0,"A Troika hero can't affect or be affected by cards this turn. ","The character can't take damage, deal damage, or otherwise be changed by any other card this turn. If they are in a skirmish, they are immediately withdrawn.","No way I can get you up to speed on fire discipline in time- we're focusing on the fundamentals: Do not get shot. Stay down. Stay back. Maintain cover- always,and better yet, stay quiet.If you guys can internalize this, I can keep you alive today. ~Vi",true,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
"Watch Out!",,"Action",,0,0,0,0,"A Troika hero can't affect or be affected by cards this turn. ","The character can't take damage, deal damage, or otherwise be changed by any other card this turn. If they are in a skirmish, they are immediately withdrawn.","No way I can get you up to speed on fire discipline in time- we're focusing on the fundamentals: Do not get shot. Stay down. Stay back. Maintain cover- always,and better yet, stay quiet.If you guys can internalize this, I can keep you alive today. ~Vi",true,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
"Watch Out!",,"Action",,0,0,0,0,"A Troika hero can't affect or be affected by cards this turn. ","The character can't take damage, deal damage, or otherwise be changed by any other card this turn. If they are in a skirmish, they are immediately withdrawn.","No way I can get you up to speed on fire discipline in time- we're focusing on the fundamentals: Do not get shot. Stay down. Stay back. Maintain cover- always,and better yet, stay quiet.If you guys can internalize this, I can keep you alive today. ~Vi",true,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
"Wild Gust",,"Action- Leader",,0,0,0,0,"Move a nearby character.","Leader actions must be played with their leader's resolve.","Reason with this.",false,false,true,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true
"Wild Gust",,"Action- Leader",,0,0,0,0,"Move a nearby character.","Leader actions must be played with their leader's resolve.","Reason with this.",false,false,true,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,tru
