id,name,cost,type,resolve,speed,damage,toughness,life,shorttext,longtext,flavortext,card_image,common,uncommon,rare,action,event,continuous,item,bast,igrath,lilith,vi,ravat,scuttler,tendril,wisp,scinter,tinsel,show_resolve,show_speed,show_tough,show_life,border_normal
Expendable Flunky_3,"Expendable Flunky",1,"Follower - Sandman","+0",1,1,1,0,"Deploy- Replace 2.Stitch 2.","You may pay 2 to stitch this card from discard onto a Sandman in a lane.that sandman gains this character's damage and toughness (+1/+1).","",,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,true,false,true
Hefty Poppet_1,"Hefty Poppet",3,"Follower - Sandman","+0",1,2,2,0,"Stitch 2.","You may pay 2 to stitch this card from discard onto a Sandman in a lane.that sandman gains this character's damage and toughness (+2/+2).","",,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,true,false,true
Hefty Poppet_2,"Hefty Poppet",3,"Follower - Sandman","+0",1,2,2,0,"Stitch 2.","You may pay 2 to stitch this card from discard onto a Sandman in a lane.that sandman gains this character's damage and toughness (+2/+2).","",,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,true,false,true
Ragpicker Scout_1,"Ragpicker Scout",1,"Follower - Sandman","+0",1,0,1,0,"Deploy- Draw 1, then Replace 2.Stitch 1.","You may pay 1 to stitch this card from discard onto a Sandman in a lane.that sandman gains this character's damage and toughness (+0/+1).","",,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,true,false,true
Ragpicker Scout_2,"Ragpicker Scout",1,"Follower - Sandman","+0",1,0,1,0,"Deploy- Draw 1, then Replace 2.Stitch 1.","You may pay 1 to stitch this card from discard onto a Sandman in a lane.that sandman gains this character's damage and toughness (+0/+1).","",,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,true,false,true
Ragpicker Scout_3,"Ragpicker Scout",1,"Follower - Sandman","+0",1,0,1,0,"Deploy- Draw 1, then Replace 2.Stitch 1.","You may pay 1 to stitch this card from discard onto a Sandman in a lane.that sandman gains this character's damage and toughness (+0/+1).","",,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,true,false,true
Ragreaper_1,"Ragreaper",3,"Follower - Sandman","+0",1,4,2,0,"When this character enters a lane, restore a Sandman to full speed.Stitch 6.","You may pay 6 to stitch this card from discard onto a Sandman in a lane.that sandman gains this character's damage and toughness (+4/+2).","",,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,true,false,false
Scuttler's Favorite_1,"Scuttler's Favorite",4,"Follower - Sandman","+0",1,0,1,0,"Deploy- Stitch all sandmen onto this character.Stitch 1.","You may pay 1 to stitch this card from discard onto a Sandman in a lane.that sandman gains this character's damage and toughness (+0/+1).","",,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,true,false,false
Seam Parasite_1,"Seam Parasite",1,"Follower - Sandman","+0",1,1,1,0,"Discard- Stitch this character.Stitch 3.","You may pay 3 to stitch this card from discard onto a Sandman in a lane.that sandman gains this character's damage and toughness (+3/+2).","",,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,true,false,true
Seam Parasite_2,"Seam Parasite",1,"Follower - Sandman","+0",1,1,1,0,"Discard- Stitch this character.Stitch 3.","You may pay 3 to stitch this card from discard onto a Sandman in a lane.that sandman gains this character's damage and toughness (+3/+2).","",,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,true,false,true
Stitchcraft Pack_1,"Stitchcraft Pack",1,"Follower - Sandman","+0",1,2,1,0,"When you stitch this character, Replace 2.Stitch 2.","You may pay 2 to stitch this card from discard onto a Sandman in a lane.that sandman gains this character's damage and toughness (+1/+2).","",,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,true,false,true
Stitchcraft Pack_2,"Stitchcraft Pack",1,"Follower - Sandman","+0",1,2,1,0,"When you stitch this character, Replace 2.Stitch 2.","You may pay 2 to stitch this card from discard onto a Sandman in a lane.that sandman gains this character's damage and toughness (+1/+2).","",,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,true,false,true
Stitchcraft Pack_3,"Stitchcraft Pack",1,"Follower - Sandman","+0",1,2,1,0,"When you stitch this character, Replace 2.Stitch 2.","You may pay 2 to stitch this card from discard onto a Sandman in a lane.that sandman gains this character's damage and toughness (+1/+2).","",,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,true,false,tru
Bind_1,"Bind",1,"Action","+0",0,0,0,0,"A follower gets -2/-2 this turn.","Followers in a lane with zero or less toughness must be discarded.","",,true,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false
Bind_2,"Bind",1,"Action","+0",0,0,0,0,"A follower gets -2/-2 this turn.","Followers in a lane with zero or less toughness must be discarded.","",,true,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false
Bind_3,"Bind",1,"Action","+0",0,0,0,0,"A follower gets -2/-2 this turn.","Followers in a lane with zero or less toughness must be discarded.","",,true,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false
Consume_1,"Consume",3,"Event","+0",0,0,0,0,"Discard all non-hero cards from each lane.","If a card with resurrect would be discarded this way, it becomes downed instead.","",,false,true,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false
Dark Rebirth_1,"Dark Rebirth",1,"Event","+0",0,0,0,0,"Remove all resurrect counters from cards in each lane.","","In spite of honor, though you’re chaste,Succumb to me and have a tasteThe lovely feel of teeth in you,Penetrating through and through,An ecstasy that ends in paste",,false,true,false,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false
Fatal Blight_1,"Fatal Blight",2,"Event","+0",0,0,0,0,"Discard a non-leader card from a lane.","If a card with resurrect would be discarded this way, it becomes downed instead.","Breathing faster,Crying laughter,No longer yourbody’s master",,false,false,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true
Fatal Blight_2,"Fatal Blight",2,"Event","+0",0,0,0,0,"Discard a non-leader card from a lane.","If a card with resurrect would be discarded this way, it becomes downed instead.","Breathing faster,Crying laughter,No longer yourbody’s master",,false,false,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true
Lyrical Terror_1,"Lyrical Terror",1,"Follower","+0",1,1,3,0,"Resurrect 2.","If this character would be discarded from play, instead it becomes downed with 2 resurrect counters on it.Start- remove a counter. When the last counter is removed, this character returns to play with depleted speed.","",,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,true,false,true
Lyrical Terror_2,"Lyrical Terror",1,"Follower","+0",1,1,3,0,"Resurrect 2.","If this character would be discarded from play, instead it becomes downed with 2 resurrect counters on it.Start- remove a counter. When the last counter is removed, this character returns to play with depleted speed.","",,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,true,false,true
Monsterous Outgrowth_1,"Monsterous Outgrowth",2,"Follower","+0",1,3,2,0,"Resurrect 3.","If this character would be discarded from play, instead it becomes downed with 3 resurrect counters on it.Start- remove a counter. When the last counter is removed, this character returns to play with depleted speed.","",,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,true,false,true
Monsterous Outgrowth_2,"Monsterous Outgrowth",2,"Follower","+0",1,3,2,0,"Resurrect 3.","If this character would be discarded from play, instead it becomes downed with 3 resurrect counters on it.Start- remove a counter. When the last counter is removed, this character returns to play with depleted speed.","",,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,true,false,true
Perpetual Nightmare_1,"Perpetual Nightmare",3,"Follower","+0",1,3,3,0,"Resurrect 3.","If this character would be discarded from play, instead it becomes downed with 3 resurrect counters on it.Start- remove a counter. When the last counter is removed, this character returns to play with depleted speed.","",,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,true,false,true
Perpetual Nightmare_2,"Perpetual Nightmare",3,"Follower","+0",1,3,3,0,"Resurrect 3.","If this character would be discarded from play, instead it becomes downed with 3 resurrect counters on it.Start- remove a counter. When the last counter is removed, this character returns to play with depleted speed.","",,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,true,false,true
Perpetual Nightmare_3,"Perpetual Nightmare",3,"Follower","+0",1,3,3,0,"Resurrect 3.","If this character would be discarded from play, instead it becomes downed with 3 resurrect counters on it.Start- remove a counter. When the last counter is removed, this character returns to play with depleted speed.","",,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,true,false,true
Silver-Tongued Spawn_1,"Silver-Tongued Spawn",2,"Follower","+0",1,2,2,0,"Resurrect 2.","If this character would be discarded from play, instead it becomes downed with 2 resurrect counters on it.Start- remove a counter. When the last counter is removed, this character returns to play with depleted speed.","",,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,true,false,true
Silver-Tongued Spawn_2,"Silver-Tongued Spawn",2,"Follower","+0",1,2,2,0,"Resurrect 2.","If this character would be discarded from play, instead it becomes downed with 2 resurrect counters on it.Start- remove a counter. When the last counter is removed, this character returns to play with depleted speed.","",,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,true,false,true
Snuff Out_1,"Snuff Out",2,"Action","+0",0,0,0,0,"A follower gets -5/-5 this turn.","Followers in a lane with zero or less toughness must be discarded.","",,false,false,true,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false
Snuff Out_2,"Snuff Out",2,"Action","+0",0,0,0,0,"A follower gets -5/-5 this turn.","Followers in a lane with zero or less toughness must be discarded.","",,false,false,true,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false
Toxic Entity_1,"Toxic Entity",1,"Follower","+0",1,1,2,0,"Deadly.","When this character damages another deck character, that character is discarded.","The worm insideWe try to hide,But twist or turnthe envy burns.",,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,true,false,true
Toxic Entity_2,"Toxic Entity",1,"Follower","+0",1,1,2,0,"Deadly.","When this character damages another deck character, that character is discarded.","The worm insideWe try to hide,But twist or turnthe envy burns.",,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,true,false,tru
Benevolent Facade_1,"Benevolent Facade",3,"Event- Continuous Leader","+0",0,0,0,0,"Players play with the top card of their deck revealed.Discard 1: You may play the top card of a deck this turn.{2}: Discard the top card of a deck.","Leader actions must be played with their leader's resolve.","",,false,false,true,false,true,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true
Benevolent Facade_2,"Benevolent Facade",3,"Event- Continuous Leader","+0",0,0,0,0,"Players play with the top card of their deck revealed.Discard 1: You may play the top card of a deck this turn.{2}: Discard the top card of a deck.","Leader actions must be played with their leader's resolve.","",,false,false,true,false,true,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true
Blatant Extortion_1,"Blatant Extortion",2,"Event- Leader","+0",0,0,0,0,"Negotiate- An opponent discards 2 from their hand or you draw 2.","Your opponent makes choices for this card.If the player has less than 2 cards in hand, they discard as many as possible.","",,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true
Blatant Extortion_2,"Blatant Extortion",2,"Event- Leader","+0",0,0,0,0,"Negotiate- An opponent discards 2 from their hand or you draw 2.","Your opponent makes choices for this card.If the player has less than 2 cards in hand, they discard as many as possible.","",,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true
Blatant Extortion_3,"Blatant Extortion",2,"Event- Leader","+0",0,0,0,0,"Negotiate- An opponent discards 2 from their hand or you draw 2.","Your opponent makes choices for this card.If the player has less than 2 cards in hand, they discard as many as possible.","",,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true
Deep Connections_1,"Deep Connections",2,"Event","+0",0,0,0,0,"Sieze a discarded card, you may play it this turn.","You still have to pay all costs to play the card.","",,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true
Deep Connections_2,"Deep Connections",2,"Event","+0",0,0,0,0,"Sieze a discarded card, you may play it this turn.","You still have to pay all costs to play the card.","",,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true
Hair Lash_1,"Hair Lash",2,"Action- Leader","+0",0,0,0,0,"Tinsel Deals 2.Draw 1.","Leader actions must be played with their leader's resolve.","",,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true
Hair Lash_2,"Hair Lash",2,"Action- Leader","+0",0,0,0,0,"Tinsel Deals 2.Draw 1.","Leader actions must be played with their leader's resolve.","",,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true
Hair Lash_3,"Hair Lash",2,"Action- Leader","+0",0,0,0,0,"Tinsel Deals 2.Draw 1.","Leader actions must be played with their leader's resolve.","",,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true
Political Influence_1,"Political Influence",4,"Event - Leader","+0",0,0,0,0,"Sieze a follwer in a lane.","You gain control of a follower. It doesn't move.","",,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true
Political Influence_2,"Political Influence",4,"Event - Leader","+0",0,0,0,0,"Sieze a follwer in a lane.","You gain control of a follower. It doesn't move.","",,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true
Prison Sentence_1,"Prison Sentence",1,"Event- Continuous","+0",0,0,0,0,"Play this on a character, that character gets -3 speed.{3}: Discard Prison Sentence. Any player may use this ability.","Characters with (0) or fewer speed can't attack, intercept, or redeploy.","",,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false
Prison Sentence_2,"Prison Sentence",1,"Event- Continuous","+0",0,0,0,0,"Play this on a character, that character gets -3 speed.{3}: Discard Prison Sentence. Any player may use this ability.","Characters with (0) or fewer speed can't attack, intercept, or redeploy.","",,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false
Prison Sentence_3,"Prison Sentence",1,"Event- Continuous","+0",0,0,0,0,"Play this on a character, that character gets -3 speed.{3}: Discard Prison Sentence. Any player may use this ability.","Characters with (0) or fewer speed can't attack, intercept, or redeploy.","",,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false
Public Figure_1,"Public Figure",4,"Event- Continuous Leader","+0",0,0,0,0,"When a follower you don't control is discarded from play, you may search it's owner's deck for a card with the same name, seize it, and deploy it.","Leader events must be played with their leader's resolve.","",,false,true,false,false,true,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false
Status Quo_1,"Status Quo",2,"Action","+0",0,0,0,0,"Negotiate- Each of your opponent's heroes lose 2 life or get -2 damage this turn.","Your opponent makes choices for this card.","",,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false
Status Quo_2,"Status Quo",2,"Action","+0",0,0,0,0,"Negotiate- Each of your opponent's heroes lose 2 life or get -2 damage this turn.","Your opponent makes choices for this card.","",,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false
Stiletto_1,"Stiletto",2,"Deck Hero","+1",2,2,0,6,"When this hero deals damage, draw 1.Unique.","If you have more than one character on the battlefield that shares a name with this card, you must choose one of them and discard the rest.(+1) Represents +1 Speed.","",,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,false,true,false
Stiletto_2,"Stiletto",2,"Deck Hero","+1",2,2,0,6,"When this hero deals damage, draw 1.Unique.","If you have more than one character on the battlefield that shares a name with this card, you must choose one of them and discard the rest.(+1) Represents +1 Speed.","",,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,false,true,fals
Bobby_1,"Bobby",3,"Deck Hero","+1",1,3,0,9,"{1}: Nearby non-Troika characters  get -1/-0 this turn.Unique.","If you have more than one character in a lane that shares a name with this card, you must choose one of them and discard the rest.","",,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,true,false,true,false
Bobby_2,"Bobby",3,"Deck Hero","+1",1,3,0,9,"{1}: Nearby non-Troika characters  get -1/-0 this turn.Unique.","If you have more than one character in a lane that shares a name with this card, you must choose one of them and discard the rest.","",,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,true,false,true,false
Boyfriend_1,"Boyfriend",4,"Event - Leader","+0",0,0,0,0,"Vi gains +4/+0 and long range this turn.","Leader actions must be played with their leader's resolve.Long range means this character can flank and reinforce from contested lanes.","",,false,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
Confrontation_1,"Confrontation",1,"Event","+0",0,0,0,0,"2 nearby characters skirmish.","Skirmishing characters deal their damage to each other.Characters in the same lane are considered nearby.","",,true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true
Confrontation_2,"Confrontation",1,"Event","+0",0,0,0,0,"2 nearby characters skirmish.","Skirmishing characters deal their damage to each other.Characters in the same lane are considered nearby.","",,true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true
Confrontation_3,"Confrontation",1,"Event","+0",0,0,0,0,"2 nearby characters skirmish.","Skirmishing characters deal their damage to each other.Characters in the same lane are considered nearby.","",,true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true
Karo_1,"Karo",3,"Deck Hero","+1",1,3,0,9,"-1 Speed: Karo deals 2 to a nearby character.Unique.","{K} represents 1 Karo resolve.If you have more than one character in a lane that shares a name with this card, you must choose one of them and discard the rest.","",,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,true,false,true,false
Karo_2,"Karo",3,"Deck Hero","+1",1,3,0,9,"-1 Speed: Karo deals 2 to a nearby character.Unique.","{K} represents 1 Karo resolve.If you have more than one character in a lane that shares a name with this card, you must choose one of them and discard the rest.","",,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,true,false,true,false
Midrange Mk. III_1,"Midrange Mk. III",2,"Action","+0",0,0,0,0,"A character gains +2/+0 this turn.A nearby character gains Guard this turn.","Characters with guard can intercept even when attacked.","When in doubt- empty your magazine.",,false,false,true,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
Midrange Mk. III_2,"Midrange Mk. III",2,"Action","+0",0,0,0,0,"A character gains +2/+0 this turn.A nearby character gains Guard this turn.","Characters with guard can intercept even when attacked.","When in doubt- empty your magazine.",,false,false,true,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
Rumour_1,"Rumour",2,"Deck Hero","+1",1,2,0,8,"{1}: Look at the top 3 cards of your deck. You may rearrange them.Unique.","You can't play this card if there's another one in play","",,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,true,false,true,false
Rumour_2,"Rumour",2,"Deck Hero","+1",1,2,0,8,"{1}: Look at the top 3 cards of your deck. You may rearrange them.Unique.","You can't play this card if there's another one in play","",,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,true,false,true,false
Troika Battlebruiser_1,"Troika Battlebruiser",2,"Follower","+0",1,3,4,0,"Short range.","Characters with short range can't flank or reinforce.","",,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,true,false,true
Troika Battlebruiser_2,"Troika Battlebruiser",2,"Follower","+0",1,3,4,0,"Short range.","Characters with short range can't flank or reinforce.","",,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,true,false,true
Troika Battlebruiser_3,"Troika Battlebruiser",2,"Follower","+0",1,3,4,0,"Short range.","Characters with short range can't flank or reinforce.","",,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,true,false,true
Watch Out!_1,"Watch Out!",1,"Action","+0",0,0,0,0,"A Troika hero can't affect or be affected by cards this turn. ","The character can't take damage, deal damage, or otherwise be changed by any other card this turn. If they are in a skirmish, they are immediately withdrawn.","No way I can get you up to speed on fire discipline in time- we're focusing on the fundamentals: Do not get shot. Stay down. Stay back. Maintain cover- always,and better yet, stay quiet.If you guys can internalize this, I can keep you alive today. ~Vi",,true,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
Watch Out!_2,"Watch Out!",1,"Action","+0",0,0,0,0,"A Troika hero can't affect or be affected by cards this turn. ","The character can't take damage, deal damage, or otherwise be changed by any other card this turn. If they are in a skirmish, they are immediately withdrawn.","No way I can get you up to speed on fire discipline in time- we're focusing on the fundamentals: Do not get shot. Stay down. Stay back. Maintain cover- always,and better yet, stay quiet.If you guys can internalize this, I can keep you alive today. ~Vi",,true,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
Watch Out!_3,"Watch Out!",1,"Action","+0",0,0,0,0,"A Troika hero can't affect or be affected by cards this turn. ","The character can't take damage, deal damage, or otherwise be changed by any other card this turn. If they are in a skirmish, they are immediately withdrawn.","No way I can get you up to speed on fire discipline in time- we're focusing on the fundamentals: Do not get shot. Stay down. Stay back. Maintain cover- always,and better yet, stay quiet.If you guys can internalize this, I can keep you alive today. ~Vi",,true,false,false,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
Wild Gust_1,"Wild Gust",1,"Action- Leader","+0",0,0,0,0,"Move a nearby character.","Leader actions must be played with their leader's resolve.","Reason with this.",,false,false,true,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true
Wild Gust_2,"Wild Gust",1,"Action- Leader","+0",0,0,0,0,"Move a nearby character.","Leader actions must be played with their leader's resolve.","Reason with this.",,false,false,true,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,tru
